id,name,state,created_at,updated_at,Route.Stop,Route.Latitude,Route.Longitude
79415,Atkins,AR,7/9/16 0:47,7/9/16 0:47,,,
79416,Clarksville,AR,7/9/16 1:13,7/9/16 1:13,,,
79417,Marshall_BBS 07038,AR,7/9/16 1:56,7/9/16 1:56,,,
79418,Havana_BBS-07039,AR,7/9/16 22:24,7/9/16 22:24,,,
79419,Searcy,AR,5/7/17 19:44,5/7/17 19:44,,,
79420,Creek Branch,AR,5/19/18 2:33,5/19/18 2:33,,,
79421,,AR,5/22/19 15:20,9/14/20 23:02,,,
79422,Hobbs State Park-Conservation Area,AR,3/16/20 16:13,3/16/20 16:13,,,
79423,Hobbs State Park-Conservation Area,AR,5/1/20 23:08,5/3/20 17:41,,,
79424,Hobbs State Park-Conservation Area,AR,5/1/20 23:26,5/3/20 17:41,,,
80057,Carvers Bay,SC,5/9/12 18:03,4/25/19 18:06,,,
81905,Hazelrodt,SD,5/9/12 18:03,4/22/19 14:09,,,
82904,Cades Cove,TN,5/9/12 18:03,4/30/19 15:28,,,
83062,Glen Rose,TX,5/9/12 18:03,5/9/12 18:03,,,
83074,Rhome,TX,5/9/12 18:03,5/9/12 18:03,,,
83075,Gainesville,TX,5/9/12 18:03,5/9/12 18:03,,,
83238,Leander,TX,5/9/12 18:03,4/15/13 21:48,,,
83360,Decatur,TX,5/9/12 18:03,7/10/12 21:34,,,
85005,Timpe Springs,UT,5/9/12 18:03,4/30/19 16:06,,,
85017,Hanksville,UT,5/9/12 18:03,4/30/19 15:29,,,
85305,Grantsville,UT,5/9/12 18:03,4/30/19 16:06,,,
85905,Arches NP,UT,5/9/12 18:03,4/30/19 15:29,,,
85908,Bryce Canyon,UT,5/9/12 18:03,4/30/19 16:02,,,
85912,Canyonland,UT,5/9/12 18:03,4/30/19 16:02,,,
88031,Surry,VA,5/9/12 18:03,5/9/12 18:03,,,
88806,Tryme,VA,5/9/12 18:03,4/30/19 16:15,,,
89004,Newhalem,WA,5/9/12 18:03,5/9/12 18:03,,,
89039,Ewan,WA,5/9/12 18:03,4/30/19 16:07,,,
89901,Cascade,WA,5/9/12 18:03,5/9/12 18:03,,,
89930,No Cascades,WA,5/9/12 18:03,5/9/12 18:03,,,
92003,Otto,WY,5/9/12 18:03,5/9/12 18:03,,,
92004,Basin,WY,5/9/12 18:03,5/9/12 18:03,,,
92011,Nowood,WY,5/9/12 18:03,5/9/12 18:03,,,
92036,Moose,WY,5/9/12 18:03,6/26/12 18:09,,,
92039,Tensleep,WY,5/9/12 18:03,5/9/12 18:03,,,
92058,Gebo,WY,5/9/12 18:03,5/9/12 18:03,,,
92061,Worland,WY,5/9/12 18:03,5/9/12 18:03,,,
92173,Ryegrass,WY,5/9/12 18:03,5/9/12 18:03,,,
140001,HORSE CREEK,CA,6/13/12 13:53,6/13/12 13:53,1,41.823245,-123.003554
140002,CARRVILLE,CA,6/13/12 13:53,6/13/12 13:53,1,41.141972,-122.526466
140003,NUBIEBER,CA,6/13/12 13:54,6/13/12 13:54,1,41.099305,-121.255401
140004,CRESCENT CTY,CA,6/13/12 13:53,6/13/12 13:53,1,41.697804,-124.140708
140005,HONEYDEW,CA,6/13/12 13:53,6/13/12 13:53,1,40.243194,-124.123343
140006,GHENT,CA,5/9/12 18:01,4/25/19 16:51,,,
140007,RED BLUFF,CA,6/13/12 13:54,6/13/12 13:54,1,40.352731,-122.30442
140008,CLEAR CREEK,CA,5/9/12 18:01,4/25/19 16:51,,,
140009,EAGLE LAKE,CA,6/13/12 13:53,6/13/12 13:53,1,40.575899,-120.698279
140010,CALPELLA,CA,6/13/12 13:53,6/12/15 0:06,1,39.264892,-123.224601
140011,HULLVILLE,CA,6/13/12 13:53,6/13/12 13:53,1,39.523283,-122.94097
140012,PENNINGTON,CA,5/9/12 18:00,4/23/19 20:48,1,39.275432,-121.734084
140013,WESTVILLE,CA,5/9/12 18:00,4/19/19 18:33,1,39.11981,-120.7618
140013,WESTVILLE,CA,5/9/12 18:00,4/19/19 18:33,2,39.13334,-120.76767
140013,WESTVILLE,CA,5/9/12 18:00,4/19/19 18:33,3,39.14416,-120.76589
140013,WESTVILLE,CA,5/9/12 18:00,4/19/19 18:33,4,39.1536,-120.75526
140013,WESTVILLE,CA,5/9/12 18:00,4/19/19 18:33,5,39.15903,-120.7416
140013,WESTVILLE,CA,5/9/12 18:00,4/19/19 18:33,6,39.15068,-120.72872
140013,WESTVILLE,CA,5/9/12 18:00,4/19/19 18:33,7,39.14229,-120.71681
140013,WESTVILLE,CA,5/9/12 18:00,4/19/19 18:33,8,39.13752,-120.69832
140013,WESTVILLE,CA,5/9/12 18:00,4/19/19 18:33,9,39.14654,-120.68344
140013,WESTVILLE,CA,5/9/12 18:00,4/19/19 18:33,10,39.15465,-120.66988
140014,FISH ROCK,CA,5/9/12 18:02,4/25/19 18:04,1,38.803776,-123.5857
140015,RUMSEY,CA,6/13/12 13:54,6/13/12 13:54,1,38.978729,-122.240249
140016,RIOVISTA,CA,6/13/12 13:54,6/13/12 13:54,1,38.087667,-121.75222
140017,COTTAGE SPRINGS,CA,6/13/12 13:53,6/13/12 13:53,1,38.356344,-120.212165
140018,DARDANELLE,CA,5/9/12 18:01,4/25/19 16:31,1,38.343238,-119.836257
140019,COLMA,CA,6/13/12 13:53,5/24/18 5:13,1,37.684938,-122.470961
140020,COLLEGEVILLE,CA,6/13/12 13:53,6/13/12 13:53,1,37.924876,-121.166053
140021,HUGHSON,CA,6/13/12 13:53,6/13/12 13:53,1,37.597432,-120.863639
140022,BASS LAKE,CA,6/13/12 13:53,3/18/16 17:11,1,37.367085,-119.63021
140023,BIG PINE,CA,6/13/12 13:53,5/31/19 14:17,1,37.285629,-118.151671
140024,CARUTHERS,CA,6/13/12 13:53,6/13/12 13:53,1,36.547149,-119.835875
140025,TRES PINOS,CA,6/13/12 13:54,6/13/12 13:54,1,36.762364,-121.175025
140026,OILFIELDS,CA,6/13/12 13:54,6/13/12 13:54,1,36.312716,-120.304885
140027,GRAVESBORO,CA,6/13/12 13:53,6/13/12 13:53,1,36.771223,-119.439506
140028,YOHKOL VAL,CA,5/9/12 18:02,4/25/19 17:53,1,36.267516,-118.992781
140029,UBEHEBE,CA,6/13/12 13:54,5/28/15 21:00,1,36.712667,-117.573791
140030,HAIWEE RES,CA,6/13/12 13:53,6/13/12 13:53,1,36.155871,-117.885947
140031,WILDROSE,CA,6/13/12 13:54,7/16/15 21:10,1,36.538174,-117.213836
140032,PARKFIELD,CA,6/13/12 13:54,6/13/12 13:54,1,35.808677,-120.530593
140033,BAKERSFIELD,CA,6/13/12 13:53,6/13/12 13:53,1,35.18006,-119.163901
140034,ONYX,CA,6/13/12 13:54,6/13/12 13:54,1,35.733569,-118.078002
140035,CALIF CITY,CA,6/13/12 13:53,6/13/12 13:53,1,35.08779,-117.917228
140036,GOLDSTONE,CA,6/13/12 13:53,6/13/12 13:53,1,35.301765,-116.915854
140037,VALLEY WELLS,CA,6/13/12 13:54,6/13/12 13:54,1,35.473425,-115.703116
140038,SANTA YNEZ,CA,6/13/12 13:54,6/13/12 13:54,1,34.505472,-120.06567
140039,FOSTER PARK,CA,6/13/12 13:53,4/9/15 22:58,1,34.357131,-119.314254
140040,WILLOW SPGS,CA,6/13/12 13:54,6/13/12 13:54,1,34.840458,-118.56356
140041,BARSTOW,CA,6/13/12 13:53,6/13/12 13:53,1,34.623629,-117.004874
140042,MT PINOS,CA,6/13/12 13:53,6/13/12 13:53,1,34.833949,-119.33203
140043,CADIZ,CA,6/13/12 13:53,4/26/18 18:12,1,34.510861,-115.489837
140045,HARBOR LAKE,CA,6/13/12 13:53,6/13/12 13:53,1,33.79092,-118.291808
140046,MORENO,CA,6/13/12 13:53,6/9/17 0:02,1,33.928517,-117.121467
140047,OAK GROVE,CA,6/13/12 13:54,6/13/12 13:54,1,33.39888,-116.801185
140048,GLAMIS,CA,6/13/12 13:53,6/13/12 13:53,1,33.044667,-115.1445
140049,PALO VERDE,CA,6/13/12 13:54,3/18/19 15:53,1,33.404861,-114.729232
140050,SAN YSIDRO,CA,5/9/12 18:02,4/25/19 17:22,1,32.543428,-117.124577
140050,SAN YSIDRO,CA,5/9/12 18:02,4/25/19 17:22,2,32.542866,-117.107546
140050,SAN YSIDRO,CA,5/9/12 18:02,4/25/19 17:22,3,32.544691,-117.094928
140050,SAN YSIDRO,CA,5/9/12 18:02,4/25/19 17:22,4,32.545641,-117.07935
140050,SAN YSIDRO,CA,5/9/12 18:02,4/25/19 17:22,5,32.542859,-117.059515
140050,SAN YSIDRO,CA,5/9/12 18:02,4/25/19 17:22,6,32.547725,-117.04521
140050,SAN YSIDRO,CA,5/9/12 18:02,4/25/19 17:22,7,32.543018,-117.032432
140050,SAN YSIDRO,CA,5/9/12 18:02,4/25/19 17:22,8,32.563315,-117.040819
140050,SAN YSIDRO,CA,5/9/12 18:02,4/25/19 17:22,9,32.564336,-117.026674
140050,SAN YSIDRO,CA,5/9/12 18:02,4/25/19 17:22,10,32.564336,-117.01518
140051,ANZA BORREGO,CA,6/13/12 13:53,5/30/21 20:19,1,32.877518,-116.209251
140052,HOLLISTER,CA,6/13/12 13:53,5/14/18 4:57,1,36.824298,-121.281302
140053,COALINGA,CA,6/13/12 13:53,6/13/12 13:53,1,36.225313,-120.520167
140054,ORANGE COVE,CA,6/13/12 13:54,6/13/12 13:54,1,36.631599,-119.304755
140055,LAKE SUCCESS,CA,6/13/12 13:53,6/13/12 13:53,1,36.080177,-118.898978
140056,DARWIN,CA,6/13/12 13:53,6/13/12 13:53,1,36.315913,-117.67771
140057,MORRO BAY,CA,6/13/12 13:53,6/13/12 13:53,1,35.25708,-120.888
140058,EUREKA VAL,CA,6/13/12 13:53,6/13/12 13:53,1,37.226749,-117.761169
140059,INYOKERN,CA,5/9/12 18:02,4/25/19 17:57,1,35.609317,-117.801
140059,INYOKERN,CA,5/9/12 18:02,4/25/19 17:57,2,35.595317,-117.795983
140059,INYOKERN,CA,5/9/12 18:02,4/25/19 17:57,3,35.5833,-117.788617
140059,INYOKERN,CA,5/9/12 18:02,4/25/19 17:57,4,34.571183,-117.7812
140059,INYOKERN,CA,5/9/12 18:02,4/25/19 17:57,5,35.560817,-117.7696
140059,INYOKERN,CA,5/9/12 18:02,4/25/19 17:57,6,35.551917,-117.758467
140059,INYOKERN,CA,5/9/12 18:02,4/25/19 17:57,7,35.537133,-117.75355
140059,INYOKERN,CA,5/9/12 18:02,4/25/19 17:57,8,35.5246,-117.7484
140059,INYOKERN,CA,5/9/12 18:02,4/25/19 17:57,9,35.510567,-117.7432
140059,INYOKERN,CA,5/9/12 18:02,4/25/19 17:57,10,35.496933,-117.737933
140060,LENWOOD,CA,6/13/12 13:53,6/13/12 13:53,1,34.850561,-117.146674
140061,LANE MOUNTAIN,CA,6/13/12 13:53,6/13/12 13:53,1,35.026371,-116.961532
140062,IVANPAH,CA,6/13/12 13:53,5/31/19 14:03,1,35.540802,-115.428917
140063,TRONA,CA,6/13/12 13:54,6/13/12 13:54,1,35.795204,-117.35501
140064,TECOPA,CA,6/13/12 13:54,6/13/12 13:54,1,35.801144,-116.194785
140065,SODA LAKE,CA,6/13/12 13:54,6/13/12 13:54,1,35.109251,-116.143409
140066,BIG BEAR,CA,6/13/12 13:53,6/13/12 13:53,1,34.333385,-116.828956
140067,ESSEX,CA,6/13/12 13:53,6/13/12 13:53,1,34.73268,-115.243377
140068,FLYNN,CA,6/13/12 13:53,4/26/18 18:12,1,34.975169,-115.647048
140069,IRON MTNS,CA,6/13/12 13:53,6/13/12 13:53,1,34.088329,-115.104094
140070,COACHELLA CN,CA,6/13/12 13:53,6/13/12 13:53,1,33.436718,-115.691154
140071,POINT REYES,CA,6/13/12 13:54,5/30/19 21:12,1,38.04535,-122.866897
140072,AUBURN,CA,6/13/12 13:53,6/13/12 13:53,1,38.899273,-121.070335
140073,INGALLS,CA,6/13/12 13:53,6/13/12 13:53,1,41.679698,-120.712821
140074,MARTINS FY,CA,6/13/12 13:53,6/13/12 13:53,1,41.200456,-123.785422
140075,RIO DELL,CA,6/13/12 13:54,6/13/12 13:54,1,40.528072,-124.16365
140076,RAVENDALE,CA,6/13/12 13:54,6/13/12 13:54,1,40.798887,-120.365493
140077,SHASTA LAKE,CA,6/13/12 13:54,6/13/12 13:54,1,40.873595,-122.291373
140078,JOHNSVILLE,CA,6/13/12 13:53,6/13/12 13:53,1,39.784653,-120.632667
140079,COHASSET,CA,6/13/12 13:53,6/13/12 13:53,1,39.984326,-121.701857
140080,ORLAND,CA,6/13/12 13:54,5/31/19 13:44,1,39.763342,-122.239005
140081,NAVARRO,CA,6/13/12 13:53,6/13/12 13:53,1,39.161227,-123.582259
140082,WOODFORDS,CA,6/13/12 13:54,7/2/15 15:17,1,38.77546,-119.823737
140083,FAIRFAX,CA,5/9/12 18:00,4/23/19 20:42,1,37.985124,-122.590949
140084,BENTON,CA,6/13/12 13:53,7/1/15 16:00,1,37.800221,-118.529616
140085,LUCERNE VAL,CA,6/13/12 13:53,6/13/12 13:53,1,34.458453,-116.945502
140086,HAVASU LAKE,CA,6/13/12 13:53,6/13/12 13:53,1,34.489623,-114.407882
140088,COTTONWOOD,CA,6/13/12 13:53,6/13/12 13:53,1,33.673857,-115.801627
140089,NILAND,CA,6/13/12 13:54,6/13/12 13:54,1,33.22005,-115.484778
140090,BLYTHE,CA,6/13/12 13:53,6/13/12 13:53,1,33.61718,-114.623
140091,POWAY,CA,6/13/12 13:54,9/4/12 1:03,1,32.969623,-117.015746
140092,ALAMO RIVER,CA,6/13/12 13:53,6/13/12 13:53,1,32.84716,-115.433898
140093,IMPERIAL DAM,CA,6/13/12 13:53,4/16/21 22:58,1,32.881891,-114.472633
140094,FT IRWIN,CA,6/13/12 13:53,6/13/12 13:53,1,34.999516,-116.936363
140095,LUMBERYARD,CA,6/13/12 13:53,6/13/12 13:53,1,38.55627,-120.289527
140096,BODIE,CA,6/13/12 13:53,5/6/19 16:24,1,38.175216,-119.194304
140097,ONO,CA,5/9/12 18:02,7/4/12 18:41,1,40.51625,-122.38223
140097,ONO,CA,5/9/12 18:02,7/4/12 18:41,2,40.5075,-122.39706
140097,ONO,CA,5/9/12 18:02,7/4/12 18:41,3,40.50469,-122.41527
140097,ONO,CA,5/9/12 18:02,7/4/12 18:41,4,40.50163,-122.43548
140097,ONO,CA,5/9/12 18:02,7/4/12 18:41,5,40.50086,-122.45564
140097,ONO,CA,5/9/12 18:02,7/4/12 18:41,6,40.49615,-122.47479
140097,ONO,CA,5/9/12 18:02,7/4/12 18:41,7,40.49443,-122.49809
140097,ONO,CA,5/9/12 18:02,7/4/12 18:41,8,40.49295,-122.51617
140097,ONO,CA,5/9/12 18:02,7/4/12 18:41,9,40.49096,-122.52876
140097,ONO,CA,5/9/12 18:02,7/4/12 18:41,10,40.48985,-122.55042
140098,FOLSOM,CA,6/13/12 13:53,5/30/19 18:35,1,38.720224,-121.035689
140099,S CATALINA,CA,6/13/12 13:54,6/13/12 13:54,1,33.365738,-118.374282
140103,SAWMILL MTN,CA,5/9/12 18:00,4/19/19 18:32,1,34.575844,-118.556479
140103,SAWMILL MTN,CA,5/9/12 18:00,4/19/19 18:32,2,34.57615,-118.5565
140103,SAWMILL MTN,CA,5/9/12 18:00,4/19/19 18:32,3,34.588583,-118.5612
140103,SAWMILL MTN,CA,5/9/12 18:00,4/19/19 18:32,4,34.601683,-118.557917
140103,SAWMILL MTN,CA,5/9/12 18:00,4/19/19 18:32,5,34.611333,-118.561983
140103,SAWMILL MTN,CA,5/9/12 18:00,4/19/19 18:32,6,34.622233,-118.556583
140103,SAWMILL MTN,CA,5/9/12 18:00,4/19/19 18:32,7,34.63025,-118.5429
140103,SAWMILL MTN,CA,5/9/12 18:00,4/19/19 18:32,8,34.639883,-118.5256
140103,SAWMILL MTN,CA,5/9/12 18:00,4/19/19 18:32,9,34.6443,-118.511067
140103,SAWMILL MTN,CA,5/9/12 18:00,4/19/19 18:32,10,34.648517,-118.486983
140104,TUJUNGA,CA,6/13/12 13:54,4/8/13 13:35,1,34.257587,-118.10488
140105,EL TORO,CA,6/13/12 13:53,6/13/12 13:53,1,33.643783,-117.578193
140106,MESA GRANDE,CA,6/13/12 13:53,5/31/19 13:43,1,33.199741,-116.787932
140107,LAKE HEMET,CA,6/13/12 13:53,4/11/15 18:36,1,33.657456,-116.665451
140108,CARMEL VALLEY,CA,5/9/12 18:00,4/25/19 17:19,1,36.453333,-121.695833
140108,CARMEL VALLEY,CA,5/9/12 18:00,4/25/19 17:19,2,36.446389,-121.681667
140108,CARMEL VALLEY,CA,5/9/12 18:00,4/25/19 17:19,5,36.428333,-121.682778
140108,CARMEL VALLEY,CA,5/9/12 18:00,4/25/19 17:19,6,36.418333,-121.676944
140108,CARMEL VALLEY,CA,5/9/12 18:00,4/25/19 17:19,8,36.401667,-121.657778
140109,CIMA,CA,6/13/12 13:53,6/13/12 13:53,1,35.174381,-115.411605
140110,GREENHORN MT,CA,6/13/12 13:53,6/13/12 13:53,1,35.778655,-118.569984
140111,VALERMO,CA,5/9/12 18:02,4/25/19 18:04,1,34.385904,-117.689437
140112,PEARBLOSSOM,CA,5/9/12 18:02,4/25/19 17:22,1,34.506397,-117.940567
140112,PEARBLOSSOM,CA,5/9/12 18:02,4/25/19 17:22,2,34.491911,-117.940283
140112,PEARBLOSSOM,CA,5/9/12 18:02,4/25/19 17:22,3,34.484655,-117.924686
140112,PEARBLOSSOM,CA,5/9/12 18:02,4/25/19 17:22,4,34.478333,-117.907858
140112,PEARBLOSSOM,CA,5/9/12 18:02,4/25/19 17:22,5,34.468798,-117.89388
140112,PEARBLOSSOM,CA,5/9/12 18:02,4/25/19 17:22,6,34.463106,-117.879159
140112,PEARBLOSSOM,CA,5/9/12 18:02,4/25/19 17:22,7,34.460376,-117.864895
140112,PEARBLOSSOM,CA,5/9/12 18:02,4/25/19 17:22,8,34.44944,-117.854653
140112,PEARBLOSSOM,CA,5/9/12 18:02,4/25/19 17:22,9,34.439444,-117.842811
140112,PEARBLOSSOM,CA,5/9/12 18:02,4/25/19 17:22,10,34.440904,-117.835281
140113,FALLSVALE,CA,6/13/12 13:53,5/31/19 14:14,1,34.081393,-116.892806
140114,SISQUOC,CA,6/13/12 13:54,1/31/20 18:51,1,34.737572,-120.235427
140116,LONE PINE,CA,6/13/12 13:53,3/13/20 22:06,1,36.507472,-118.09899
140117,SILVER CITY,CA,6/13/12 13:54,6/13/12 13:54,1,36.466426,-118.654777
140118,LOCKWOOD VAL,CA,5/9/12 18:02,4/25/19 18:04,1,34.7479,-119.046934
140118,LOCKWOOD VAL,CA,5/9/12 18:02,4/25/19 18:04,2,34.7573,-119.0511
140118,LOCKWOOD VAL,CA,5/9/12 18:02,4/25/19 18:04,3,34.7543,-119.0679
140118,LOCKWOOD VAL,CA,5/9/12 18:02,4/25/19 18:04,4,34.745,-119.08136
140118,LOCKWOOD VAL,CA,5/9/12 18:02,4/25/19 18:04,5,34.7344,-119.0944
140118,LOCKWOOD VAL,CA,5/9/12 18:02,4/25/19 18:04,6,34.7242,-119.10705
140118,LOCKWOOD VAL,CA,5/9/12 18:02,4/25/19 18:04,7,34.7178,-119.122
140118,LOCKWOOD VAL,CA,5/9/12 18:02,4/25/19 18:04,8,34.720591,-119.13515
140118,LOCKWOOD VAL,CA,5/9/12 18:02,4/25/19 18:04,9,34.72456,-119.151
140118,LOCKWOOD VAL,CA,5/9/12 18:02,4/25/19 18:04,10,34.7275,-119.1667
140119,ELSINORE MTN,CA,6/13/12 13:53,5/31/19 14:03,1,33.648421,-117.41014
140120,CP PENDLETON,CA,6/13/12 13:53,6/13/12 13:53,1,33.238036,-117.392867
140121,MT LAGUNA,CA,6/13/12 13:53,6/13/12 13:53,1,32.890632,-116.471801
140122,CUYAMACA PK,CA,6/13/12 13:53,3/26/19 19:29,1,32.984366,-116.676848
140123,ADELAIDA,CA,6/13/12 13:53,6/13/12 13:53,1,35.637347,-120.854758
140124,DEATH VALLEY,CA,6/13/12 13:53,7/16/15 21:10,1,36.437308,-116.851173
140125,MARICOPA,CA,6/13/12 13:53,6/13/12 13:53,1,35.05804,-119.349105
140126,ANZA,CA,6/13/12 13:53,4/10/17 23:51,1,33.50046,-116.798942
140128,KELSO VALLEY,CA,6/13/12 13:53,6/13/12 13:53,1,35.548523,-118.206
140129,MT BALDY,CA,6/13/12 13:53,5/2/14 23:21,1,34.174888,-117.676612
140130,GREEN VALLEY,CA,6/13/12 13:53,5/31/19 14:03,1,34.245255,-117.063957
140131,JOSHUA TREE,CA,6/13/12 13:53,11/13/17 22:22,1,34.015604,-116.162978
140132,KINGS CANYON,CA,6/13/12 13:53,6/13/12 13:53,1,36.827694,-118.908477
140133,ELIZABETH LK,CA,5/9/12 18:00,4/19/19 18:32,1,34.668617,-118.39535
140133,ELIZABETH LK,CA,5/9/12 18:00,4/19/19 18:32,2,34.660217,-118.378717
140133,ELIZABETH LK,CA,5/9/12 18:00,4/19/19 18:32,3,34.643117,-118.3783
140133,ELIZABETH LK,CA,5/9/12 18:00,4/19/19 18:32,4,34.63305,-118.39215
140133,ELIZABETH LK,CA,5/9/12 18:00,4/19/19 18:32,5,34.621583,-118.414683
140133,ELIZABETH LK,CA,5/9/12 18:00,4/19/19 18:32,6,34.6141,-118.432133
140133,ELIZABETH LK,CA,5/9/12 18:00,4/19/19 18:32,7,34.602167,-118.447883
140133,ELIZABETH LK,CA,5/9/12 18:00,4/19/19 18:32,8,34.59105,-118.459067
140133,ELIZABETH LK,CA,5/9/12 18:00,4/19/19 18:32,9,34.572483,-118.4634
140133,ELIZABETH LK,CA,5/9/12 18:00,4/19/19 18:32,10,34.5648,-118.481017
140134,VENTUCOPA,CA,6/13/12 13:54,6/13/12 13:54,1,34.81879,-119.557365
140135,SANTA CRUZ I,CA,6/13/12 13:54,6/13/12 13:54,1,33.998116,-119.576896
140136,LAKE CACHUMA,CA,6/13/12 13:53,6/13/12 13:53,1,34.67396,-119.668532
140137,JACUMBA,CA,6/13/12 13:53,6/13/12 13:53,1,32.611999,-116.200233
140138,CRESTON,CA,6/13/12 13:53,6/13/12 13:53,1,35.318381,-120.50846
140139,GREENWATER V,CA,6/13/12 13:53,7/16/15 21:10,1,36.051194,-116.500869
140140,CARRIZO PLN,CA,6/13/12 13:53,6/13/12 13:53,1,35.093168,-119.729873
140141,WHITE RIVER,CA,6/13/12 13:54,6/13/12 13:54,1,35.816306,-118.845099
140145,SHAFTER,CA,6/13/12 13:54,6/13/12 13:54,1,35.477943,-119.29621
140147,ARVIN,CA,6/13/12 13:53,6/13/12 13:53,1,35.223369,-118.878242
140148,GLENN,CA,6/13/12 13:53,6/13/12 13:53,1,39.550978,-122.06536
140149,ATWATER,CA,6/13/12 13:53,6/13/12 13:53,1,37.244281,-120.67015
140150,BRAWLEY,CA,6/13/12 13:53,6/13/12 13:53,1,32.941658,-115.535643
140151,LIKELY,CA,6/13/12 13:53,6/13/12 13:53,1,41.23495,-120.337546
140152,CORDOVA,CA,6/13/12 13:53,6/13/12 13:53,1,38.49603,-121.458846
140153,GOLD HILL,CA,6/13/12 13:53,6/13/12 13:53,1,38.76876,-120.925315
140154,CROWLEY LAKE,CA,6/13/12 13:53,5/31/19 14:17,1,37.63672,-118.655158
140155,WESTLEY,CA,6/13/12 13:54,6/29/15 16:44,1,37.514429,-121.161048
140156,TUOLUMNE GR,CA,6/13/12 13:54,7/23/13 22:38,1,37.747266,-119.803519
140157,JACKSON,CA,6/13/12 13:53,6/13/12 13:53,1,38.375514,-120.666892
140158,SATTLEY,CA,6/13/12 13:54,4/17/19 3:20,1,39.615573,-120.425529
140159,OROVILLE,CA,6/13/12 13:54,6/13/12 13:54,1,39.49824,-121.608977
140160,LONGVALE,CA,6/13/12 13:53,6/13/12 13:53,1,39.566485,-123.398291
140161,TEHAMA,CA,6/13/12 13:54,10/4/20 3:44,1,40.335708,-121.915725
140162,HONEY LAKE,CA,6/13/12 13:53,6/13/12 13:53,1,40.491122,-120.111487
140163,REDDING,CA,6/13/12 13:54,4/25/19 18:04,1,40.672485,-122.322486
140164,JUNCTION CITY,CA,5/9/12 18:01,10/17/12 15:40,1,40.685133,-123.031745
140165,DAVIS CREEK,CA,6/13/12 13:53,6/13/12 13:53,1,41.733278,-120.375312
140166,DORRIS,CA,5/9/12 18:00,4/19/19 18:28,1,42.000263,-121.891967
140167,ORLEANS,CA,6/13/12 13:54,6/13/12 13:54,1,41.379013,-123.476356
140168,MACDOEL,CA,6/13/12 13:53,6/13/12 13:53,1,41.822142,-122.010901
140169,MCCLOUD,CA,6/13/12 13:53,6/13/12 13:53,1,41.23232,-122.135551
140170,BRIDGEPORT,CA,6/13/12 13:53,5/6/19 16:24,1,38.259275,-119.221885
140171,TRANQUILLITY,CA,6/13/12 13:54,6/13/12 13:54,1,36.661093,-120.261069
140172,MORAGA,CA,6/13/12 13:53,5/31/19 14:02,1,37.818701,-122.146392
140173,LOCKWOOD,CA,6/13/12 13:53,6/13/12 13:53,1,35.92226,-121.064422
140174,OFFIELD MTN,CA,6/13/12 13:54,6/13/12 13:54,,,
140175,MT SHASTA,CA,6/13/12 13:53,6/13/12 13:53,1,41.400403,-122.049865
140176,CLEAR LK RES,CA,6/13/12 13:53,6/13/12 13:53,1,41.81869,-121.069045
140177,CEDARVILLE,CA,6/13/12 13:53,6/13/12 13:53,1,41.529575,-120.171851
140178,ALDERPOINT,CA,6/13/12 13:53,6/13/12 13:53,1,40.173003,-123.605163
140179,YOLLA BOLLY,CA,6/13/12 13:54,6/13/12 13:54,1,40.027959,-122.638725
140180,BUTTE MEADOW,CA,6/13/12 13:53,6/13/12 13:53,1,40.117337,-121.5755
140181,GENESEE,CA,6/13/12 13:53,6/13/12 13:53,1,40.20144,-120.623839
140182,LAYTONVILLE,CA,6/13/12 13:53,6/13/12 13:53,1,39.687704,-123.482909
140183,BARTLETT SPS,CA,6/13/12 13:53,6/13/12 13:53,1,39.184679,-122.709624
140184,HIGGINS CORN,CA,6/13/12 13:53,6/13/12 13:53,1,39.068693,-121.009955
140185,DOWNIEVILLE,CA,6/13/12 13:53,6/13/12 13:53,1,39.560219,-120.82801
140186,MARK WEST,CA,5/9/12 18:02,4/25/19 17:23,1,38.549197,-122.720331
140186,MARK WEST,CA,5/9/12 18:02,4/25/19 17:23,2,38.536561,-122.725472
140186,MARK WEST,CA,5/9/12 18:02,4/25/19 17:23,3,38.524478,-122.719425
140186,MARK WEST,CA,5/9/12 18:02,4/25/19 17:23,4,38.508939,-122.718461
140186,MARK WEST,CA,5/9/12 18:02,4/25/19 17:23,5,38.502992,-122.738225
140186,MARK WEST,CA,5/9/12 18:02,4/25/19 17:23,6,38.502992,-122.735447
140186,MARK WEST,CA,5/9/12 18:02,4/25/19 17:23,7,38.508939,-122.718461
140186,MARK WEST,CA,5/9/12 18:02,4/25/19 17:23,8,38.524478,-122.719425
140186,MARK WEST,CA,5/9/12 18:02,4/25/19 17:23,9,38.536561,-122.725472
140186,MARK WEST,CA,5/9/12 18:02,4/25/19 17:23,10,38.549197,-122.720331
140187,ZAMORA,CA,5/9/12 18:00,4/23/19 20:48,1,38.793934,-121.840034
140188,RIVERTON,CA,6/13/12 13:54,6/13/12 13:54,1,38.769411,-120.447386
140189,COYOTE,CA,6/13/12 13:53,6/29/15 16:47,1,37.252166,-121.676193
140190,COPPEROPOLIS,CA,6/13/12 13:53,6/13/12 13:53,1,37.987327,-120.648688
140191,ONEALS,CA,6/13/12 13:54,6/13/12 13:54,1,37.120121,-119.701369
140192,DEEP SPRINGS,CA,6/13/12 13:53,6/13/12 13:53,1,37.4158,-118.00431
