"X","Y","ST","BCR","selected"
-78.111140869241,38.894270320825,"VA",28,"1"
-79.75331100713,37.857089230897,"VA",28,"0"
-79.5357485568585,38.3783595765976,"VA",28,"1"
-77.5891090809901,38.1682863346986,"VA",29,"0"
-77.3637817917781,38.4679855586758,"VA",29,"1"
-78.8213973798111,37.2195463624734,"VA",29,"1"
-77.9328686199351,38.8721426824233,"VA",29,"0"
-78.4627558583148,37.6655260020377,"VA",29,"0"
-79.6296563719493,36.555243271571,"VA",29,"0"
-77.6457202715623,39.2439397141487,"VA",29,"0"
-78.6336034774839,37.456577859705,"VA",29,"1"
-78.2662076248008,38.3674461078393,"VA",29,"1"
-79.081285802353,36.9683687917526,"VA",29,"1"
-77.5555441950935,37.8152118080358,"VA",29,"0"
-77.638726248796,36.6475637603081,"VA",29,"1"
-77.8853807742517,37.2136533455758,"VA",29,"1"
-78.6394261849896,36.5768403811553,"VA",29,"1"
-78.5281787139879,38.1773027674797,"VA",29,"1"
-80.2616021940095,36.6473717918205,"VA",29,"0"
-77.3199160352143,38.8549255208098,"VA",29,"1"
-78.1623344657948,37.9490684740481,"VA",29,"0"
-78.435191170373,37.0037557639328,"VA",29,"0"
-77.863872293162,38.49105788476,"VA",29,"0"
-79.9466264284857,37.1099488190595,"VA",29,"0"
-79.3862008089275,37.5543494487846,"VA",29,"1"
-75.5684326639595,37.7662752206709,"VA",30,"0"
-76.3639896521113,36.7731326303664,"VA",30,"1"
-77.331428650744,37.6476329301077,"VA",30,"0"
-77.2235598384986,37.3758317377572,"VA",30,"1"
-76.7374931833958,37.4959804691079,"VA",30,"1"
-77.2222051388947,38.1614830147859,"VA",30,"0"
-76.9129324469779,37.8240159998087,"VA",30,"1"
-76.6922876764161,37.2239249234061,"VA",30,"0"
-73.1980219308546,42.9713859673716,"VT",13,"1"
-73.0306903830968,44.5615641356737,"VT",13,"0"
-72.7856068390857,43.1700997210236,"VT",14,"1"
-72.598588614001,43.5242956379568,"VT",14,"1"
-72.7721251188413,44.9456188202514,"VT",14,"0"
-72.5809232733703,43.791503865366,"VT",14,"0"
-71.6909615521519,44.936795027413,"VT",14,"1"
-72.8823441400104,44.5142585977161,"VT",14,"0"
-72.8482588531334,42.8848853680964,"VT",14,"0"
-72.0700339315828,44.0782080441571,"VT",14,"1"
-73.0781755515441,43.4253183099653,"VT",14,"1"
-71.681019099629,44.5479611104342,"VT",14,"0"
-79.8947066985103,39.6807448552022,"WV",28,"1"
-78.0233377943282,39.5028330253662,"WV",28,"0"
-81.6740954560273,38.4725501613319,"WV",28,"1"
-79.2991912935942,38.5497262387912,"WV",28,"1"
-78.4201084720741,39.3281347171695,"WV",28,"0"
-80.0663486116542,37.9596735642609,"WV",28,"1"
-81.8020575754055,37.6415422547644,"WV",28,"1"
-79.6491358919409,38.8947349501867,"WV",28,"0"
-80.8541458329028,37.9212746568099,"WV",28,"1"
-79.6627512900142,39.2201802845706,"WV",28,"0"
-82.036807570314,37.8922616671531,"WV",28,"0"
-80.7742165740306,38.7493416030336,"WV",28,"1"
-79.8767935828184,38.6250557574903,"WV",28,"1"
-81.4439644615666,39.2238981664685,"WV",28,"0"
-80.7366183335356,38.2309057728398,"WV",28,"0"
-82.4409919594816,38.330595043575,"WV",28,"1"
-81.5932326882035,38.8800726565181,"WV",28,"0"
-80.4885456770184,38.9786555058622,"WV",28,"1"
-81.3994085361888,38.132046109192,"WV",28,"0"
-80.1210908122968,38.33045936781,"WV",28,"1"
-80.0460326225961,39.4410541881865,"WV",28,"0"
-80.7386959772479,39.9250404820632,"WV",28,"0"
-80.8357442749699,39.3299022160671,"WV",28,"0"
-81.0517919943953,37.4556493984951,"WV",28,"0"
-82.5043339810758,38.0564836701962,"WV",28,"1"
-79.0820996870404,39.3097432038059,"WV",28,"1"
-80.5277476553157,40.5388100716058,"WV",28,"0"
-81.5588561500648,37.4071221098343,"WV",28,"0"
-81.0704528124532,38.956184727625,"WV",28,"1"
-77.8461958477252,39.1554172512752,"WV",28,"1"
-80.6155835657681,39.5319082475225,"WV",28,"1"
-80.4835479303167,37.4901517760993,"WV",28,"0"
