"state","id","Route.Stop","name","start_date_j","start_month","hour","start_time_s","start_time_c","start_time_cat","Route.Latitude","Route.Longitude","year","stop_des","wind","sky","noise","cars","moon","dir","species","min.1","min.2","min.3","min.4","min.5","min.6","TotalDetections","MaxDetections","st_id","BCR","site"
"NC","630904",3,"UWHARRIE NF",153,6,22,-0.38268343236509,0.923879532511287,"night",35.30222,-79.92583,2020,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..3"
"NC","630904",3,"UWHARRIE NF",155,6,22,-0.38268343236509,0.923879532511287,"night",35.30222,-79.92583,2014,"",1,1,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..3"
"NC","630904",6,"UWHARRIE NF",164,6,10,0.480988768919388,-0.876726755707508,"day",35.32583,-79.95361,2011,"",NA,1,3,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..6"
"NC","630904",5,"UWHARRIE NF",178,6,22,-0.333806859233771,0.942641491092178,"night",35.31917,-79.94639,2018,"",1,1,2,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..5"
"NC","630904",8,"UWHARRIE NF",135,5,22,-0.442288690219001,0.896872741532688,"night",35.34111,-79.98111,2022,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..8"
"NC","630904",1,"UWHARRIE NF",150,5,22,-0.342020143325669,0.939692620785908,"night",35.30111,-79.89361,2015,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..1"
"NC","630904",8,"UWHARRIE NF",173,6,22,-0.422618261740699,0.90630778703665,"night",35.34111,-79.98111,2021,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..8"
"NC","630904",5,"UWHARRIE NF",159,6,0,0,1,"night",35.31917,-79.94639,2017,"",1,0,2,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..5"
"NC","630904",1,"UWHARRIE NF",173,6,22,-0.422618261740699,0.90630778703665,"night",35.30111,-79.89361,2021,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..1"
"NC","630904",9,"UWHARRIE NF",143,5,23,-0.229200390922414,0.973379258460448,"night",35.35361,-79.97639,2013,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..9"
"NC","630904",6,"UWHARRIE NF",159,6,0,0,1,"night",35.32583,-79.95361,2017,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..6"
"NC","630904",8,"UWHARRIE NF",159,6,0,0,1,"night",35.34111,-79.98111,2017,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..8"
"NC","630904",8,"UWHARRIE NF",150,5,22,-0.342020143325669,0.939692620785908,"night",35.34111,-79.98111,2015,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..8"
"NC","630904",7,"UWHARRIE NF",164,6,10,0.480988768919388,-0.876726755707508,"day",35.33528,-79.96861,2011,"",NA,1,2,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..7"
"NC","630904",2,"UWHARRIE NF",153,6,22,-0.38268343236509,0.923879532511287,"night",35.29889,-79.91,2020,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..2"
"NC","630904",2,"UWHARRIE NF",150,5,22,-0.342020143325669,0.939692620785908,"night",35.29889,-79.91,2015,"",1,0,2,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..2"
"NC","630904",10,"UWHARRIE NF",146,5,10,0.5,-0.866025403784439,"day",35.21111,-79.96333,2010,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..10"
"NC","630904",4,"UWHARRIE NF",155,6,22,-0.38268343236509,0.923879532511287,"night",35.30861,-79.94056,2014,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..4"
"NC","630904",10,"UWHARRIE NF",155,6,22,-0.38268343236509,0.923879532511287,"night",35.21111,-79.96333,2014,"",1,0,2,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..10"
"NC","630904",8,"UWHARRIE NF",143,5,23,-0.229200390922414,0.973379258460448,"night",35.34111,-79.98111,2013,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..8"
"NC","630904",10,"UWHARRIE NF",178,6,21,-0.518773258160521,0.854911870672947,"dusk",35.21111,-79.96333,2012,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..10"
"NC","630904",9,"UWHARRIE NF",150,5,22,-0.342020143325669,0.939692620785908,"night",35.35361,-79.97639,2015,"",1,0,2,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..9"
"NC","630904",2,"UWHARRIE NF",146,5,10,0.5,-0.866025403784439,"day",35.29889,-79.91,2010,"",1,1,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..2"
"NC","630904",9,"UWHARRIE NF",164,6,22,-0.354291037997716,0.935135209686012,"night",35.35361,-79.97639,2008,"",NA,0,1,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..9"
"NC","630904",8,"UWHARRIE NF",146,5,10,0.5,-0.866025403784439,"day",35.34111,-79.98111,2010,"",1,1,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..8"
"NC","630904",1,"UWHARRIE NF",153,6,22,-0.457873915116957,0.889017141485736,"night",35.30111,-79.89361,2009,"",1,1,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..1"
"NC","630904",1,"UWHARRIE NF",164,6,10,0.480988768919388,-0.876726755707508,"day",35.30111,-79.89361,2011,"",NA,1,2,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..1"
"NC","630904",4,"UWHARRIE NF",169,6,23,-0.17364817766693,0.984807753012208,"night",35.30861,-79.94056,2019,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..4"
"NC","630904",10,"UWHARRIE NF",173,6,22,-0.422618261740699,0.90630778703665,"night",35.21111,-79.96333,2021,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..10"
"NC","630904",10,"UWHARRIE NF",164,6,22,-0.354291037997716,0.935135209686012,"night",35.21111,-79.96333,2008,"",NA,0,1,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..10"
"NC","630904",2,"UWHARRIE NF",164,6,10,0.480988768919388,-0.876726755707508,"day",35.29889,-79.91,2011,"",NA,1,0,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..2"
"NC","630904",9,"UWHARRIE NF",173,6,22,-0.422618261740699,0.90630778703665,"night",35.35361,-79.97639,2021,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..9"
"NC","630904",8,"UWHARRIE NF",164,6,22,-0.354291037997716,0.935135209686012,"night",35.34111,-79.98111,2008,"",NA,0,2,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..8"
"NC","630904",4,"UWHARRIE NF",153,6,22,-0.457873915116957,0.889017141485736,"night",35.30861,-79.94056,2009,"",1,2,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..4"
"NC","630904",6,"UWHARRIE NF",155,6,0,0,1,"night",35.32583,-79.95361,2007,"",NA,0,0,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..6"
"NC","630904",4,"UWHARRIE NF",155,6,0,0,1,"night",35.30861,-79.94056,2007,"",NA,0,0,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..4"
"NC","630904",6,"UWHARRIE NF",169,6,23,-0.17364817766693,0.984807753012208,"night",35.32583,-79.95361,2019,"",1,0,2,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..6"
"NC","630904",3,"UWHARRIE NF",146,5,10,0.5,-0.866025403784439,"day",35.30222,-79.92583,2010,"",1,1,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..3"
"NC","630904",3,"UWHARRIE NF",143,5,23,-0.229200390922414,0.973379258460448,"night",35.30222,-79.92583,2013,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..3"
"NC","630904",10,"UWHARRIE NF",155,6,0,0,1,"night",35.21111,-79.96333,2007,"",NA,0,0,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..10"
"NC","630904",9,"UWHARRIE NF",178,6,21,-0.518773258160521,0.854911870672947,"dusk",35.35361,-79.97639,2012,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..9"
"NC","630904",7,"UWHARRIE NF",155,6,0,0,1,"night",35.33528,-79.96861,2007,"",NA,0,0,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..7"
"NC","630904",3,"UWHARRIE NF",169,6,23,-0.17364817766693,0.984807753012208,"night",35.30222,-79.92583,2019,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..3"
"NC","630904",3,"UWHARRIE NF",150,5,22,-0.342020143325669,0.939692620785908,"night",35.30222,-79.92583,2015,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..3"
"NC","630904",6,"UWHARRIE NF",173,6,22,-0.422618261740699,0.90630778703665,"night",35.32583,-79.95361,2021,"",1,0,3,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..6"
"NC","630904",2,"UWHARRIE NF",164,6,22,-0.354291037997716,0.935135209686012,"night",35.29889,-79.91,2008,"",NA,0,0,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..2"
"NC","630904",1,"UWHARRIE NF",135,5,22,-0.442288690219001,0.896872741532688,"night",35.30111,-79.89361,2022,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..1"
"NC","630904",4,"UWHARRIE NF",146,5,10,0.5,-0.866025403784439,"day",35.30861,-79.94056,2010,"",1,1,3,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..4"
"NC","630904",10,"UWHARRIE NF",164,6,10,0.480988768919388,-0.876726755707508,"day",35.21111,-79.96333,2011,"",NA,0,3,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..10"
"NC","630904",1,"UWHARRIE NF",164,6,22,-0.354291037997716,0.935135209686012,"night",35.30111,-79.89361,2008,"",NA,0,0,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..1"
"NC","630904",9,"UWHARRIE NF",146,5,10,0.5,-0.866025403784439,"day",35.35361,-79.97639,2010,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..9"
"NC","630904",6,"UWHARRIE NF",150,5,22,-0.342020143325669,0.939692620785908,"night",35.32583,-79.95361,2015,"",1,0,3,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..6"
"NC","630904",4,"UWHARRIE NF",153,6,22,-0.38268343236509,0.923879532511287,"night",35.30861,-79.94056,2020,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..4"
"NC","630904",10,"UWHARRIE NF",178,6,22,-0.333806859233771,0.942641491092178,"night",35.21111,-79.96333,2018,"",1,1,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..10"
"NC","630904",9,"UWHARRIE NF",155,6,0,0,1,"night",35.35361,-79.97639,2007,"",NA,0,0,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..9"
"NC","630904",5,"UWHARRIE NF",146,5,10,0.5,-0.866025403784439,"day",35.31917,-79.94639,2010,"",1,1,2,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..5"
"NC","630904",6,"UWHARRIE NF",146,5,10,0.5,-0.866025403784439,"day",35.32583,-79.95361,2010,"",1,1,2,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..6"
"NC","630904",3,"UWHARRIE NF",164,6,22,-0.354291037997716,0.935135209686012,"night",35.30222,-79.92583,2008,"",NA,0,0,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..3"
"NC","630904",8,"UWHARRIE NF",155,6,0,0,1,"night",35.34111,-79.98111,2007,"",NA,0,0,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..8"
"NC","630904",9,"UWHARRIE NF",164,6,10,0.480988768919388,-0.876726755707508,"day",35.35361,-79.97639,2011,"",NA,0,2,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..9"
"NC","630904",3,"UWHARRIE NF",155,6,0,0,1,"night",35.30222,-79.92583,2007,"",NA,0,0,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..3"
"NC","630904",4,"UWHARRIE NF",150,5,22,-0.342020143325669,0.939692620785908,"night",35.30861,-79.94056,2015,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630904",29,"NC--630904..4"
"NC","630906",10,"WATERVILLE",146,5,3,0.848048096156426,0.529919264233205,"night",35.74108,-83.05683,2008,"",0,0,0,NA,"0",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..10"
"NC","630906",10,"WATERVILLE",177,6,3,0.854911870672946,0.518773258160522,"night",35.74108,-83.05683,2010,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..10"
"NC","630906",4,"WATERVILLE",135,5,23,-0.229200390922414,0.973379258460448,"night",35.73378,-83.09017,2022,"",1,1,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..4"
"NC","630906",5,"WATERVILLE",170,6,22,-0.5,0.866025403784438,"night",35.72419,-83.08828,2008,"",0,0,0,NA,"0",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..5"
"NC","630906",10,"WATERVILLE",170,6,22,-0.5,0.866025403784438,"night",35.74108,-83.05683,2008,"",0,0,0,NA,"0",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..10"
"NC","630906",5,"WATERVILLE",163,6,21,-0.629320391049837,0.777145961456971,"dusk",35.72419,-83.08828,2012,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..5"
"NC","630906",10,"WATERVILLE",151,6,21,-0.659345815100069,0.751839807478977,"dusk",35.74108,-83.05683,2009,"",0,0,0,NA,"0",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..10"
"NC","630906",5,"WATERVILLE",151,6,21,-0.659345815100069,0.751839807478977,"dusk",35.72419,-83.08828,2009,"",0,0,0,NA,"0",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..5"
"NC","630906",2,"WATERVILLE",151,6,21,-0.659345815100069,0.751839807478977,"dusk",35.75511,-83.09419,2009,"",0,0,0,NA,"0",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..2"
"NC","630906",5,"WATERVILLE",146,5,3,0.848048096156426,0.529919264233205,"night",35.72419,-83.08828,2008,"",0,0,0,NA,"0",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..5"
"NC","630906",5,"WATERVILLE",177,6,3,0.854911870672946,0.518773258160522,"night",35.72419,-83.08828,2010,"",1,1,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..5"
"NC","630906",8,"WATERVILLE",135,5,23,-0.229200390922414,0.973379258460448,"night",35.72658,-83.07172,2022,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..8"
"NC","630906",3,"WATERVILLE",135,5,23,-0.229200390922414,0.973379258460448,"night",35.74597,-83.09261,2022,"",1,1,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..3"
"NC","630906",1,"WATERVILLE",135,5,23,-0.229200390922414,0.973379258460448,"night",35.77103,-83.10108,2022,"",0,2,2,NA,"0",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..1"
"NC","630906",5,"WATERVILLE",159,6,21,-0.518773258160521,0.854911870672947,"dusk",35.72419,-83.08828,2014,"",1,1,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..5"
"NC","630906",5,"WATERVILLE",160,6,21,-0.707106781186548,0.707106781186547,"dusk",35.72419,-83.08828,2011,"",0,0,0,NA,"0",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..5"
"NC","630906",3,"WATERVILLE",167,6,1,0.461748613235034,0.887010833178222,"night",35.74597,-83.09261,2017,"",0,2,1,NA,"0",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..3"
"NC","630906",5,"WATERVILLE",135,5,23,-0.229200390922414,0.973379258460448,"night",35.72419,-83.08828,2022,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..5"
"NC","630906",2,"WATERVILLE",135,5,23,-0.229200390922414,0.973379258460448,"night",35.75511,-83.09419,2022,"",1,1,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630906",28,"NC--630906..2"
"NC","630909",2,"TABLE ROCK",183,7,21,-0.656059028990507,0.754709580222772,"dusk",35.85682,-81.78965,2012,"",1,1,2,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630909",29,"NC--630909..2"
"NC","630909",5,"TABLE ROCK",183,7,21,-0.656059028990507,0.754709580222772,"dusk",35.85682,-81.78965,2012,"",1,1,2,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630909",29,"NC--630909..5"
"NC","630909",3,"TABLE ROCK",183,7,21,-0.656059028990507,0.754709580222772,"dusk",35.85682,-81.78965,2012,"",1,1,2,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630909",29,"NC--630909..3"
"NC","630909",6,"TABLE ROCK",183,7,21,-0.656059028990507,0.754709580222772,"dusk",35.85682,-81.78965,2012,"",0,1,2,NA,"0",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630909",29,"NC--630909..6"
"NC","630909",1,"TABLE ROCK",183,7,21,-0.656059028990507,0.754709580222772,"dusk",35.85682,-81.78965,2012,"",1,1,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630909",29,"NC--630909..1"
"NC","630913",2,"DISMAL SWAMP",133,5,20,-0.777145961456971,0.629320391049837,"dusk",35.60055,-76.99875,2008,"",NA,0,0,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630913",27,"NC--630913..2"
"NC","630913",3,"DISMAL SWAMP",133,5,20,-0.777145961456971,0.629320391049837,"dusk",35.59668,-76.98935,2008,"",NA,0,0,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630913",27,"NC--630913..3"
"NC","630913",5,"DISMAL SWAMP",133,5,20,-0.777145961456971,0.629320391049837,"dusk",35.6057,-76.96497,2008,"",NA,0,0,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630913",27,"NC--630913..5"
"NC","630913",5,"DISMAL SWAMP",157,6,9,0.681998360062499,-0.73135370161917,"dawn",35.6057,-76.96497,2009,"",1,1,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630913",27,"NC--630913..5"
"NC","630913",1,"DISMAL SWAMP",133,5,20,-0.777145961456971,0.629320391049837,"dusk",35.6086,-77.01008,2008,"",NA,0,0,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630913",27,"NC--630913..1"
"NC","630913",2,"DISMAL SWAMP",157,6,9,0.681998360062499,-0.73135370161917,"dawn",35.60055,-76.99875,2009,"",1,1,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630913",27,"NC--630913..2"
"NC","630913",3,"DISMAL SWAMP",157,6,9,0.681998360062499,-0.73135370161917,"dawn",35.59668,-76.98935,2009,"",1,1,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630913",27,"NC--630913..3"
"NC","630913",8,"DISMAL SWAMP",157,6,9,0.681998360062499,-0.73135370161917,"dawn",35.64068,-76.9491,2009,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630913",27,"NC--630913..8"
"NC","630913",7,"DISMAL SWAMP",157,6,9,0.681998360062499,-0.73135370161917,"dawn",35.62862,-76.9788,2009,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630913",27,"NC--630913..7"
"NC","630913",10,"DISMAL SWAMP",157,6,9,0.681998360062499,-0.73135370161917,"dawn",35.66282,-76.96408,2009,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630913",27,"NC--630913..10"
"NC","630986",8,"RANDOLPH",172,6,21,-0.629320391049837,0.777145961456971,"dusk",35.53844,-79.93499,2008,"",NA,1,1,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..8"
"NC","630986",6,"RANDOLPH",172,6,21,-0.629320391049837,0.777145961456971,"dusk",35.52919,-79.90958,2008,"",NA,0,2,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..6"
"NC","630986",8,"RANDOLPH",169,6,9,0.642787609686539,-0.766044443118978,"dawn",35.53844,-79.93499,2010,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..8"
"NC","630986",1,"RANDOLPH",172,6,21,-0.629320391049837,0.777145961456971,"dusk",35.533,-79.87087,2008,"",NA,0,2,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..1"
"NC","630986",2,"RANDOLPH",172,6,21,-0.629320391049837,0.777145961456971,"dusk",35.54744,-79.87169,2008,"",NA,0,2,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..2"
"NC","630986",8,"RANDOLPH",164,6,9,0.707106781186548,-0.707106781186547,"dawn",35.53844,-79.93499,2011,"",1,2,2,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..8"
"NC","630986",5,"RANDOLPH",155,6,9,0.629320391049837,-0.777145961456971,"dawn",35.52701,-79.89559,2009,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..5"
"NC","630986",5,"RANDOLPH",172,6,21,-0.629320391049837,0.777145961456971,"dusk",35.52701,-79.89559,2008,"",NA,0,1,NA,NA,NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..5"
"NC","630986",4,"RANDOLPH",169,6,9,0.642787609686539,-0.766044443118978,"dawn",35.53792,-79.88691,2010,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..4"
"NC","630986",9,"RANDOLPH",164,6,9,0.707106781186548,-0.707106781186547,"dawn",35.54823,-79.93627,2011,"",1,2,2,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..9"
"NC","630986",1,"RANDOLPH",148,5,21,-0.69151305578227,0.722363962059755,"dusk",35.533,-79.87087,2012,"",1,0,0,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..1"
"NC","630986",1,"RANDOLPH",169,6,9,0.642787609686539,-0.766044443118978,"dawn",35.533,-79.87087,2010,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..1"
"NC","630986",8,"RANDOLPH",155,6,9,0.629320391049837,-0.777145961456971,"dawn",35.53844,-79.93499,2009,"",1,1,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..8"
"NC","630986",9,"RANDOLPH",169,6,9,0.642787609686539,-0.766044443118978,"dawn",35.54823,-79.93627,2010,"",1,0,2,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..9"
"NC","630986",5,"RANDOLPH",169,6,9,0.642787609686539,-0.766044443118978,"dawn",35.52701,-79.89559,2010,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..5"
"NC","630986",9,"RANDOLPH",166,6,21,-0.67559020761566,0.737277336810124,"dusk",35.54823,-79.93627,2013,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..9"
"NC","630986",4,"RANDOLPH",164,6,9,0.707106781186548,-0.707106781186547,"dawn",35.53792,-79.88691,2011,"",0,2,1,NA,"0",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..4"
"NC","630986",7,"RANDOLPH",164,6,9,0.707106781186548,-0.707106781186547,"dawn",35.5371,-79.91975,2011,"",1,2,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..7"
"NC","630986",6,"RANDOLPH",166,6,21,-0.67559020761566,0.737277336810124,"dusk",35.52919,-79.90958,2013,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..6"
"NC","630986",4,"RANDOLPH",148,5,21,-0.69151305578227,0.722363962059755,"dusk",35.53792,-79.88691,2012,"",0,0,1,NA,"0",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..4"
"NC","630986",7,"RANDOLPH",155,6,9,0.629320391049837,-0.777145961456971,"dawn",35.5371,-79.91975,2009,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..7"
"NC","630986",9,"RANDOLPH",148,5,21,-0.69151305578227,0.722363962059755,"dusk",35.54823,-79.93627,2012,"",1,0,1,NA,"1",NA,"CWWI",0,0,0,0,0,0,0,0,"NC--630986",29,"NC--630986..9"
